sheet,date,recorder,collector,transect,treeSpecies,branchNum,catCount,catNumMin,catNumMax,lfCount,notes,,data entry notes
13,607,KD,PD AH,112,VIBAC,1,0,-,-,20,,,
13,607,KD,PD AH,112,VIBAC,1,0,-,-,35,,,
13,607,KD,PD AH,112,VIBAC,1,0,-,-,30,,,
13,607,KD,PD AH,112,ROSMU,1,0,-,-,20,,,
13,607,KD,PD AH,112,ROSMU,1,0,-,-,20,,,
13,607,KD,PD AH,112,BERTH,1,0,-,-,200,,,
13,607,KD,PD AH,112,VIBAC,1,0,-,-,20,,,
13,607,KD,PD AH,112,ROSMU,1,0,-,-,20,,,
13,607,KD,PD AH,112,ROSMU,2,1,J2316,J2316,20,SAWFLX,,
13,607,KD,PD AH,112,BERTH,1,0,-,-,15,,,
13,607,KD,PD AH,112,FRAXX,1,0,-,-,2,,,
13,607,KD,PD AH,112,FRAXX,1,0,-,-,2,,,
14,608,AH,KD,T115,FRAXX,1,0,-,-,6,,,
14,608,AH,KD,T115,FRAXX,1,1,J2376,J2376,4,,,
14,608,AH,KD,T115,BERTH,1,0,-,-,270,,,
14,608,AH,KD,T115,BERTH,1,0,-,-,100,,,
14,608,AH,KD,T115,BERTH,1,1,J2377,J2377,190,,,
14,608,AH,KD,T115,MALXX,1,0,-,-,60,,,
14,608,AH,KD SB,T116,VIBDE,1,0,-,-,20,,,
14,608,AH,KD SB,T116,VIBAC,1,0,-,-,30,,,
14,608,AH,KD SB,T116,AMEXX,1,0,-,-,15,,,
14,608,AH,KD SB,T116,FRAXX,1,0,-,-,6,,,
14,608,AH,KD SB,T116,FRAXX,1,0,-,-,6,,,
14,608,AH,KD SB,T116,EUOAL,1,0,-,-,20,,,
14,608,AH,KD SB,T116,EUOAL,1,0,-,-,20,,,
14,608,AH,KD SB,T116,MALXX,1,0,-,-,50,,,
14,608,AH,KD SB,T116,AMEXX,1,0,-,-,25,,,
14,608,SB,KD,T117,AMEXX,1,0,-,-,70,,,
14,608,SB,KD,T117,AMEXX,1,0,-,-,60,,,
14,608,SB,KD,T117,AMEXX,1,0,-,-,50,,,
14,608,SB,KD,T117,MALXX,1,0,-,-,200,,,
14,608,SB,KD,T117,MALXX,2,0,-,-,280,,,
15,608,SB,KD,T117,MALXX,3,0,-,-,300,,,
15,608,RP,AO,117,AMECA,1,0,-,-,30,,,
15,608,RP,AO,117,AMECA,1,0,-,-,50,,,
15,608,RP,AO,117,VIBAC,1,0,-,-,30,,,
15,608,RP,AO,117,VIBAC,1,0,-,-,10,,,
15,608,RP,AO,117,VIBAC,1,0,-,-,10,,,
15,608,RP,AO,117,FRAAM,1,0,-,-,10,,,
15,608,RP,AO,117,VIBAC,1,1,J2412,J2412,20,DEAD BY ANT,,
16,608,PD,GM,115,VIBDI,1,0,-,-,300,,,
16,608,PD,GM,115,VIBDI,1,0,-,-,150,,,
16,608,PD,GM,115,BERTH,1,0,-,-,300,,,
16,608,PD,GM,115,FRAAM,1,0,-,-,4,,,
16,608,PD,GM,115,EUOAL,1,0,-,-,50,,,
16,608,PD,GM,115,BERTH,1,0,-,-,250,,,
16,608,PD,GM,115,FRAAM,1,0,-,-,4,,,
16,608,PD,GM,115,BERTH,1,0,-,-,150,,,
16,608,PD,GM,115,BERTH,1,1,J2435,J2435,300,,,
16,608,PD,GM,115,FRAAM,1,0,-,-,43,,,
16,608,PD,GM,115,BERTH,1,0,-,-,75,,,
16,608,PD,GM,115,BERTH,1,0,-,-,250,,,
16,608,PD,GM,115,BERTH,1,0,-,-,500,,,
16,608,PD,GM,115,BERTH,1,1,J2436,J2436,200,,,
16,608,PD,GM,115,BERTH,1,0,-,-,600,,,
16,608,PD,GM,115,BERTH,1,1,J2437,J2437,450,,,
16,608,PD,GM,115,BERTH,1,0,-,-,500,,,
16,608,PD,GM,115,BERTH,1,2,J2438,J2439,1000,,,
16,608,PD,GM,115,FRAAM,1,2,J2440,J2441,10,1 DEAD,,
16,608,PD,GM,115,MALXX,1,0,-,-,100,,,
16,608,PD,GM,116,VIBAC,1,0,-,-,20,,,
16,608,PD,GM,116,RUBXX,1,0,-,-,7,,,
16,608,PD,GM,116,BERTH,1,0,-,-,500,,,
16,608,PD,GM,116,MALXX,1,2,J2442,J2443,300,,,
16,608,PD,GM,116,VIBDI,1,0,-,-,75,,,
16,608,PD,GM,116,VIBDI,2,1,J2444,J2444,125,,,
16,608,PD,GM,116,BERTH,1,0,-,-,100,,,
16,608,PD,GM,116,EUOAL,1,0,-,-,80,,,
16,608,PD,GM,117,VIBAC,1,0,-,-,8,,,
16,608,PD,GM,117,PRUSE,1,0,-,-,20,,,
16,608,PD,GM,117,AMEXX,1,0,-,-,30,,,
16,608,PD,GM,117,AMEXX,1,0,-,-,40,,,
16,608,PD,GM,117,VIBAC,1,0,-,-,35,,,
17,608,RP,AO,115,BERTH,1,0,-,-,300,,,
17,608,RP,AO,115,BERTH,1,1,J2404,J2404,250,,,
17,608,RP,AO,115,FRAAM,1,0,-,-,3,,,
17,608,RP,AO,115,BERTH,1,1,J2405,J2405,300,,,
17,608,RP,AO,115,BERTH,1,0,-,-,500,,,
17,608,RP,AO,115,FRAAM,1,1,J2406,J2406,4,PARASATOID,,
17,608,RP,AO,115,BERTH,1,0,-,-,150,,,
17,608,RP,AO,115,BERTH,1,0,-,-,200,,,
17,608,RP,AO,115,BERTH,1,1,J2407,J2407,200,,,
17,608,RP,AO,115,BERTH,1,0,-,-,200,,,
17,608,RP,AO,115,BERTH,1,0,-,-,400,,,
17,608,RP,AO,115,FRAAM,1,0,-,-,3,,,
17,608,RP,AO,115,FRAAM,1,0,-,-,3,,,
17,608,RP,AO,115,BERTH,1,1,J2408,J2408,200,,,
17,608,RP,AO,115,LIGVU,1,0,-,-,50,,,
17,608,RP,AO,115,AMECA,1,0,-,-,15,,,
17,608,RP,AO,115,FRAAM,1,1,J2409,J2409,10,,,
17,608,RP,AO,115,VIBLE,1,1,J2410,J2410,60,,,
17,608,RP,AO,116,FRAAM,1,0,-,-,5,,,
17,608,RP,AO,116,FRAAM,1,0,-,-,6,,,
17,608,RP,AO,116,FRAAM,1,1,J2411,J2411,6,,,
17,608,RP,AO,116,FRAAM,1,0,-,-,5,,,
17,608,RP,AO,116,FRAAM,1,0,-,-,2,,,
17,608,RP,AO,116,FRAAM,1,0,-,-,4,,,
17,608,RP,AO,116,VIBAC,1,0,-,-,20,,,
17,608,RP,AO,116,FRAAM,1,0,-,-,6,,,
17,608,RP,AO,116,VIBAC,1,0,-,-,10,,,
17,608,RP,AO,116,VIBAC,1,0,-,-,10,,,
17,608,RP,AO,116,VIBAC,1,0,-,-,15,,,
17,608,RP,AO,116,FRAAM,1,0,-,-,5,,,
17,608,RP,AO,116,VIBAC,1,0,-,-,20,,,
17,608,RP,AO,116,FRAAM,1,0,-,-,4,,,
17,608,RP,AO,116,FRAAM,1,0,-,-,3,,,
19,609,AO,HW,118,FRAAM,1,1,J2528,J2528,26,,,
19,609,AO,HW,118,FRAAM,1,0,-,-,8,,,
19,609,AO,HW,118,VIBAC,1,0,-,-,24,,,
19,609,AO,HW,118,FRAAM,1,0,-,-,6,,,
19,609,AO,HW,118,VIBAC,1,1,J2529,J2529,32,,,
19,609,AO,HW,118,VIBAC,1,0,-,-,80,,,
19,609,AO,HW,118,FRAAM,1,0,-,-,10,,,
19,609,AO,HW,118,FRAAM,1,1,J2530,J2530,14,,,
19,609,AO,HW,118,FRAAM,1,1,J2531,J2531,6,,,
19,609,AO,HW,118,VIBAC,1,4,J2532,J2535,100,,,
19,609,AO,HW,118,VIBAC,1,3,J2536,J2537,80,,,
19,609,AO,HW,118,VIBAC,1,0,-,-,120,,,
19,609,AO,HW,118,VIBAC,1,0,-,-,180,,,
19,609,AO,HW,118,VIBAC,1,0,-,-,210,,,
19,609,AO,HW,118,VIBAC,1,1,J2538,J2538,150,,,
19,609,AO,HW,118,VIBAC,1,1,J2539,J2539,90,,,
19,609,AO,HW,118,VIBAC,1,1,J2540,J2540,80,,,
19,609,AO,HW,118,VIBAC,1,2,J2541,J2542,30,,,
19,609,AO,HW,118,VIBAC,1,1,J2543,J2543,60,,,
19,609,AO,HW,118,LIGVU,1,0,-,-,770,,,
19,609,AO,HW,118,LIGVU,2,1,J2544,J2544,150,,,
19,609,AO,HW,118,LIGVU,3,0,-,-,130,,,
19,609,AO,HW,118,RUBXX,1,0,-,-,60,,,
19,609,AO,HW,118,LIGVU,1,0,-,-,50,,,
19,609,AO,HW,118,RUBXX,1,4,J2545,J2548,160,,,
19,609,AO,HW,118,LIGVU,1,0,-,-,205,,,
19,609,AO,HW,118,PRUSE,1,0,-,-,30,,,
19,609,AO,HW,118,PRUSE,2,0,-,-,150,,,
19,609,AO,HW,118,PRUSE,3,4,J2549,J2552,2,,,
20,609,PD,RP,118,FRAAM,1,0,-,-,4,,,
20,609,PD,RP,118,VIBAC,1,0,-,-,65,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,50,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,60,,,
20,609,RP,PD,118,FRAAM,1,1,J2497,J2497,5,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,50,,,
20,609,RP,PD,118,VIBAC,1,1,J2498,J2498,40,FILLED W/ PARASITOIDS,,
20,609,RP,PD,118,VIBAC,1,0,-,-,20,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,80,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,20,,,
20,609,RP,PD,118,FRAAM,1,0,-,-,2,,,
20,609,RP,PD,118,FRAAM,1,0,-,-,4,,,
20,609,RP,PD,118,ROSMU,1,1,J2499,J2499,60,PARASITOID W/ DEAD CATERPILLAR,,
20,609,RP,PD,118,BERTH,1,0,-,-,300,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,40,,,
20,609,RP,PD,118,FRAAM,1,1,J2500,J2500,20,,,
20,609,RP,PD,118,VIBAC,1,1,J2501,J2501,40,,,
20,609,RP,PD,118,BERTH,1,1,J2502,J2502,850,,,
20,609,RP,PD,118,VIBAC,1,1,J2503,J2503,40,NON DESCRIPT GREEN,,
20,609,RP,PD,118,VIBAC,1,1,J2504,J2504,20,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,40,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,30,,,
20,609,RP,PD,118,BERTH,1,0,-,-,250,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,50,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,20,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,70,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,40,,,
20,609,RP,PD,118,VIBAC,1,1,J2505,J2505,40,,,
20,609,RP,PD,118,VIBAC,1,0,-,-,50,,,
20,609,RP,PD,119,BERTH,1,2,J2506,J2507,2000,a LOT OF REALLY SMALL CATS *,,
20,609,RP,PD,119,RUBXX,1,2,J2508,J2509,60,,,
20,609,RP,PD,119,ROSMU,1,3,J2510,J2512,80,,,
20,609,RP,PD,119,BERTH,1,0,-,-,700,,,
21,609,RP,PD,119,ROSMU,1,0,-,-,60,,,
21,609,RP,PD,119,BERTH,1,1,J2513,J2513,600,,,
21,609,RP,PD,119,VIBPL,1,0,-,-,90,,,
21,618,RP,PD/GM,136,ROSMU,1,0,-,-,250,,,
21,618,RP,PD/GM,136,BERTH,1,0,-,-,250,,,
21,618,RP,PD/GM,136,BERTH,1,0,-,-,200,,,
21,618,RP,PD/GM,136,BERTH,1,0,-,-,1000,,,
21,618,RP,PD/GM,136,ROSMU,1,0,-,-,100,,,
21,618,RP,PD/GM,136,PRUSE,1,0,-,-,120,,,
21,618,RP,PD/GM,136,BERTH,1,0,-,-,1000,,,
21,618,RP,PD/GM,136,PRUSE,2,1,J2875,J2875,400,,,
21,618,RP,PD/GM,136,BERTH,1,0,-,-,500,,,
21,618,RP,PD/GM,136,LIGVU,1,0,-,-,100,,,
21,618,RP,PD/GM,136,PRUSE,3,1,J2876,J2876,200,,,
21,618,RP,PD/GM,136,VIBDI,1,0,-,-,80,,,
21,618,RP,PD/GM,136,ROSMU,1,0,-,-,120,,,
21,618,RP,PD/GM,136,ROSMU,1,2,J2877,J2878,60,,,
21,618,RP,PD/GM,136,BERTH,1,0,-,-,500,,,
21,618,RP,PD/GM,136,ROSMU,1,1,J2879,J2879,30,,,
22,618,ML,ML,136,ROSMU,1,1,J2880,J2880,120,,,
22,610,DR,ML,120,VIBPL,1,0,-,-,150,,,
22,610,DR,ML,120,LIGVU,1,0,-,-,350,,,
22,610,DR,ML,120,LIGVU,1,0,-,-,100,,,
22,610,DR,ML,120,VIBPL,1,0,-,-,200,,,
22,610,DR,ML,120,VIBPL,1,0,-,-,150,,,
22,610,DR,ML,120,VIBPL,1,0,-,-,80,,,
22,610,DR,ML,120,LIGVU,1,0,-,-,200,,,
22,610,DR,ML,120,VIBDI,1,1,J2559,J2559,350,,,
22,610,DR,ML,120,VIBPL,1,0,-,-,150,,,
22,610,DR,ML,120,LIGVU,1,0,-,-,350,,,
22,610,DR,ML,120,LIGVU,2,0,-,-,400,,,
22,610,DR,ML,120,ROSMU,1,0,-,-,300,,,
22,610,DR,ML,120,VIBPL,1,1,J2560,J2561,200,,,
22,610,DR,ML,120,BERTH,1,3,J2562,J2564,700,,,
22,610,DR,ML,120,LIGVU,1,0,-,-,300,,,
22,610,DR,ML,120,LIGVU,1,0,-,-,150,,,
22,610,DR,ML,120,MALXX,1,0,-,-,300,,,
22,610,DR,ML,120,BERTH,1,0,-,-,600,,,
22,610,DR,ML,120,ROSMU,1,1,J2565,J2565,100,,,
22,610,DR,ML,120,LIGVU,1,0,-,-,270,,,
22,610,DR,ML,120,FRAAM,1,0,-,-,40,,,
22,610,DR,ML,120,FRAAM,1,0,-,-,35,,,
22,610,DR,ML,120,PRUSE,1,1,J2566,J2566,80,,,
22,610,DR,ML,120,CRAXX,1,0,-,-,20,,,
22,610,DR,ML,120,PRUSE,1,0,-,-,40,,,
22,610,DR,ML,120,FRAXX,1,0,-,-,2,,,
22,610,DR,ML,120,PRUSE,1,0,-,-,40,,,
22,610,DR,DR,121,PRUSE,2,0,-,-,20,,,
22,610,DR,DR,121,AMEXX,1,1,J2567,J2567,30,,,
22,610,DR,DR,121,PRUSE,1,0,-,-,50,,,
22,610,DR,DR,121,CRAXX,1,0,-,-,50,,,
22,610,DR,DR,122,BERTH,1,0,-,-,400,,,
22,610,DR,DR,122,VIBDI,1,0,-,-,30,,,
23,610,DR,DR,122,FRAXX,1,0,-,-,2,,,
23,610,DR,DR,122,FRAXX,1,0,-,-,2,,,
23,610,DR,DR,122,FRAXX,1,0,-,-,4,,,
23,610,DR,DR,122,CRAXX,1,1,J2568,J2568,20,,,
23,610,DR,DR,122,FRAXX,1,0,-,-,2,SEVERAL MUMMIFIED FLIES,,
23,616,HW,AO,7129,VIBDI,1,0,-,-,50,,,
23,616,HW,AO,7129,VIBDI,2,0,-,-,115,,,
23,616,HW,AO,7129,VIBDI,3,0,-,-,200,LOTS OF SPIDERS & 1 ANT,,
23,616,HW,AO,7129,BERTH,1,0,-,-,210,,,
23,616,HW,AO,7129,BERTH,2,0,-,-,220,,,
23,616,HW,AO,7129,BERTH,3,0,-,-,30,,,
23,616,HW,AO,7129,BERTH,4,1,J2745,J2745,400,LOTS OF BEETLES,,
23,616,HW,AO,7129,ROSMU,1,0,-,-,40,,,
23,616,HW,AO,7129,VIBLA,1,1,J2746,J2746,85,,,
23,616,HW,AO,7129,VIBLA,2,0,-,-,50,,,
23,616,HW,AO,7129,RUBXX,1,2,J2747,J2747,10,,,
23,616,HW,AO,7129,RUBPH,1,0,-,-,40,,,
23,616,HW,AO,7129,RUBPH,2,0,-,-,70,,,
23,616,HW,AO,7129,ROSMU,1,0,-,-,17,,,
23,616,HW,AO,7129,FRAXX,1,2,J2749,J2750,30,,,
23,616,HW,AO,7129,FRAXX,2,0,-,-,17,,,
23,616,HW,AO,7129,FRAXX,3,0,-,-,30,,,
23,616,HW,AO,7129,LIGVU,1,0,-,-,300,,,
23,616,HW,AO,7129,ROSMU,1,0,-,-,20,,,
23,616,HW,AO,7129,ROSMU,2,0,-,-,75,,,
23,616,HW,AO,7129,ROSMU,1,0,-,-,60,,,
23,616,HW,AO,7129,RUBXX,1,0,-,-,30,EARWIGS,,
23,616,HW,AO,7129,RUBXX,2,0,-,-,25,,,
23,616,HW,AO,7129,RUBXX,1,0,-,-,15,,,
23,616,HW,AO,7129,LIGVU,1,0,-,-,60,,,
23,616,HW,AO,7129,LIGVU,1,0,-,-,70,,,
24,611,PD,HW/GM,124,RUBXX,1,2,J2616,J2617,40,,,
24,611,PD,ML,124,FRAAM,1,1,J2618,J2618,23,,,
24,611,PD,HW/GM,124,FRAAM,1,0,-,-,12,,,
24,611,PD,HW/GM,124,RUBXX,1,2,J2619,J2620,40,,,
24,611,ML,HWPD,125,PRUSE,1,0,-,-,150,,,
24,611,ML,HWPD,125,CRAXX,1,1,J2621,J2621,65,,,
24,611,ML,HWPD,125,ROSMU,1,0,-,-,40,,,
24,611,ML,HWPD,125,LONMO,1,0,-,-,75,,,
24,611,ML,HWPD,125,CRAXX,1,0,-,-,300,,,
24,611,ML,HWPD,125,LIGVU,1,0,-,-,80,,,
24,611,ML,HWPD,125,BERTH,1,0,-,-,200,,,
24,611,ML,HWPD,125,MALXX,1,0,-,-,80,,,
24,611,ML,HWPD,125,BERTH,1,0,-,-,350,,,
24,611,ML,HWPD,125,LIGVU,1,0,-,-,150,,,
24,611,ML,HWPD,125,ROSMU,1,0,-,-,120,,,
24,611,ML,HWPD,125,LIGVU,1,0,-,-,300,,,
24,611,ML,HWPD,125,LONMO,1,0,-,-,200,,,
24,611,ML,HWPD,125,FRAAM,1,0,-,-,21,,,
24,611,ML,HWPD,125,LONMO,1,0,-,-,60,,,
24,611,ML,HWPD,125,LIGVU,1,0,-,-,300,,,
24,611,ML,HWPD,125,ROSMU,1,0,-,-,55,,,
24,611,ML,HWPD,125,LIGVU,1,0,-,-,75,,,
24,611,ML,HWPD,125,ROSMU,1,0,-,-,50,,,
24,611,ML,HWPD,125,CRAXX,1,0,-,-,150,,,
24,611,ML,HWPD,125,CRAXX,2,0,-,-,400,,,
24,611,ML,HWPD,125,VIBLE,1,1,J2622,J2622,30,,,
24,611,ML,HWPD,125,VIBLE,1,1,J2623,J2623,320,,,
24,611,ML,HWPD,125,VIBLE,1,0,-,-,150,,,
24,611,ML,HWPD,125,CRAXX,1,0,-,-,220,,,
24,611,ML,HWPD,125,VIBLE,1,0,-,-,55,,,
24,611,ML,HWPD,125,VIBLE,1,0,-,-,60,,,
24,611,ML,HWPD,125,AMEXX,1,0,-,-,70,,,
24,611,ML,HWPD,125,FRAAM,1,0,-,-,27,,,
25,611,PD,HW; GM,123,ROSMU,1,0,-,-,700,SUN LEAVES,,
25,611,PD,ML,123,LONMO,2,0,-,-,400,,,
25,611,PD,HW; GM,123,ROSMU,3,0,-,-,600,SUN LEAVES,,
25,611,PD,HW; GM,123,ROSMU,1,0,-,-,400,50/50 LEAF TYPE,,
25,611,PD,HW; GM,123,ROSMU,1,0,-,-,20,,,
25,611,PD,HW; GM,123,ROSMU,1,0,-,-,100,,,
25,611,PD,ML,123,ROSMU,1,0,-,-,170,,,
25,611,PD,ML,123,CRAXX,1,1,J2597,J2597,125,,,
25,611,PD,HW; GM,123,MALXX,1,2,J2598,J2599,150,,,
25,611,PD,HW; GM,124,VIBDI,2,4,J2600,J2603,300,ONE IN FLOWER,,
25,611,PD,HW; GM,124,VIBDI,1,0,-,-,120,,,
25,611,PD,ML,124,RUBXX,1,1,J2604,J2604,38,,,
25,611,PD,HW; GM,124,VIBDI,1,2,J2605,J2606,500,,,
25,611,PD,ML,124,RUBXX,1,1,J2607,J2607,75,,,
25,611,PD,HW; GM,124,VIBDI,1,0,-,-,120,,,
25,611,PD,HW; GM,124,VIBDI,2,1,J2608,J2608,100,,,
25,611,PD,ML,124,RUBXX,1,3,J2609,J2611,40,,,
25,611,PD,HW; GM,124,VIBAC,1,0,-,-,30,,,
25,611,PD,HW; GM,124,VIBAC,1,0,-,-,40,,,
25,611,PD,HW; GM,124,VIBAC,1,0,-,-,50,,,
25,611,PD,HW; GM,124,FRAAM,1,0,-,-,6,,,
25,611,PD,ML,124,VIBAC,1,0,-,-,140,,,
25,611,PD,HW; GM,124,VIBAC,1,0,-,-,40,,,
25,611,PD,HW; GM,124,VIBAC,1,0,-,-,60,,,
25,611,PD,ML,124,VIBAC,1,0,-,-,95,,,
25,611,PD,ML,124,VIBAC,1,1,J2612,J2612,60,,,
25,611,PD,HW; GM,124,VIBAC,1,0,-,-,75,,,
25,611,PD,HW; GM,124,VIBAC,2,0,-,-,55,,,
25,611,PD,ML,124,VIBAC,1,1,J2613,J2613,75,PUPA,,
25,611,PD,HW; GM,124,VIBAC,1,0,-,-,65,,,
25,611,PD,HW; GM,124,ROSMU,1,0,-,-,70,,,
25,611,PD,HW; GM,124,ROSMU,2,0,-,-,,SAWFLY (X6),,
25,611,PD,HW; GM,124,RUBXX,1,2,J2614,J2615,30,,,
26,611,PD,HW/GM,122,MALXX,1,0,-,-,125,,,
26,611,PD,HW/GM,122,MALXX,2,0,-,-,150,,,
26,611,PD,HW/GM,122,BERTH,1,0,-,-,75,,,
26,611,PD,HW/GM,122,VIBDI,1,0,-,-,50,,,
26,611,PD,HW/GM,122,VIBAC,1,0,-,-,30,,,
26,611,PD,ML,122,VIBDI,1,0,-,-,250,,,
26,611,PD,HW/GM,122,BERTH,1,0,-,-,200,,,
26,611,PD,ML,122,VIBDI,2,0,-,-,150,,,
26,611,PD,HW/GM,122,VIBDI,1,1,J2590,J2590,90,,,
26,611,PD,HW/GM,122,EUOAL,1,0,-,-,60,,,
26,611,PD,ML,122,FRAAM,1,0,-,-,25,,,
26,611,PD,ML,122,ROSMU,1,0,-,-,50,,,
26,611,PD,HW/GM,122,MALXX,1,0,-,-,125,,,
26,611,PD,HW/GM,122,LONMO,1,0,-,-,40,,,
26,611,PD,ML,122,VIBIDI,1,0,-,-,50,ANTS,,
26,611,PD,HW/GM,123,MALXX,1,2,J2591,J2592,300,,,
26,611,PD,ML,123,ROSMU,1,0,-,-,130,,,
26,611,PD,ML,123,PRUSE,1,1,J2593,J2593,80,,,
26,611,PD,HW/GM,123,ROSMU,1,0,-,-,65,,,
26,611,PD,HW/GM,123,VIBDI,1,0,-,-,100,,,
26,611,PD,ML,123,FRAAM,1,0,-,-,10,,,
26,611,PD,HW/GM,123,FRAAM,1,1,J2594,J2594,8,,,
26,611,PD,ML,123,VIBDI,1,1,J2595,J2595,110,,,
26,611,PD,ML,123,FRAAM,1,0,-,-,9,,,
26,611,PD,HW/GM,123,VIBDI,1,1,J2596,J2596,50,,,
26,611,PD,ML,123,VIBDI,1,0,-,-,220,,,
26,611,PD,HW/GM,123,VIBDI,1,0,-,-,200,,,
26,611,PD,HW/GM,123,BERTH,1,0,-,-,300,,,
26,611,PD,HW/GM,123,ROSMU,1,0,-,-,200,,,
26,611,PD,HW/GM,123,VIBDI,1,0,-,-,20,,,
26,611,PD,HW/GM,123,VIBDI,2,0,-,-,150,,,
26,611,PD,HW/GM,123,VIBDI,1,0,-,-,75,,,
26,611,PD,HW/GM,123,VIBDI,1,0,-,-,175,,,
27,611,ML,PD; HW,125,ROSMU,1,0,,,60,,,
27,611,ML,PD; HW,125,VIBDE,1,10,J2624,J2624,50,,,
27,615,ML,PD; DR,126,LONMO,1,1,J2652,J2652,125,,,
27,615,ML,PD; DR,126,LONMO,2,0,-,-,75,,,
27,615,ML,PD; DR,126,VIBLE,1,2,J2653,J2654,110,,,
27,615,ML,PD; DR,126,BERTH,1,0,-,-,500,,,
27,615,ML,PD; DR,126,VIBDE,1,0,-,-,140,,,
27,615,ML,PD; DR,126,ROSMU,1,0,-,-,60,,,
27,615,ML,PD; DR,126,RUBXX,1,0,-,-,20,,,
27,615,ML,PD; DR,126,SAMCA,1,0,-,-,25,,,
27,615,ML,PD; DR,126,LIGVU,1,0,-,-,150,,,
27,615,ML,PD; DR,126,ROSMU,1,0,-,-,80,,,
27,615,ML,PD; DR,126,VIBDE ,1,0,-,-,175,,,
27,615,ML,PD; DR,126,VIBDE,1,1,J2655,J2655,150,,,
27,615,ML,PD; DR,126,VIBLE,1,0,-,-,250,,,
27,615,ML,PD; DR,126,SAMCA,1,0,-,-,55,,,
27,615,ML,PD; DR,126,SAMCA,1,0,-,-,105,,,
27,615,ML,PD; DR,126,VIBDE,1,0,-,-,275,,,
27,615,ML,PD; DR,126,VIBDE,1,0,-,-,50,,,
27,615,ML,PD; DR,126,LONMO,1,0,-,-,325,,,
27,615,ML,PD; DR,126,VIBDE,1,0,-,-,40,,,
27,615,ML,PD; DR,126,VIBDE,2,0,-,-,60,,,
27,615,ML,PD; DR,126,SAMCA,1,0,-,-,35,,,
27,615,ML,PD; DR,126,SAMCA,1,0,-,-,30,,,
27,615,ML,PD; DR,126,LONXX,1,0,-,-,175,,,
27,615,ML,PD; DR,126,VIBDE,1,1,J2656,J2656,125,,,
27,615,ML,PD; DR,126,VIBDE,2,0,-,-,250,,,
27,615,ML,PD; DR,126,LONMO,1,0,-,-,100,,,
27,615,ML,PD; DR,126,LONMO,1,1,J2657,J2657,200,,,
27,615,ML,PD; DR,126,LONMO,1,0,-,-,75,,,
27,615,ML,PD; DR,126,LONMO,2,0,-,-,125,,,
27,615,ML,PD; DR,126,CRAXX,1,0,-,-,30,,,
27,615,ML,PD; DR,126,CRAXX,2,0,-,-,20,,,
28,615,ML,PD; DR,126,VIBLE,1,0,-,-,195,,,
28,615,ML,PD; DR,126,MALXX,1,0,-,-,150,,,
28,615,ML,PD; DR,126,MALXX,2,0,-,-,20,,,
28,615,ML,PD; DR,126,VIBDE,1,1,J2658,J2658,120,,,
28,615,PD,ML; DR,126,LONMO,1,0,-,-,250,,,
28,615,PD,ML; DR,126,ROSMU,1,0,-,-,200,,,
28,615,PD,ML; DR,126,LONMO,1,0,-,-,75,,,
28,615,PD,ML; DR,126,ROSMU,1,0,-,-,150,,,
28,615,ML,PD; DR,127,FRAAM,1,1,J2659,J2659,20,,,
28,615,ML,PD; DR,127,FRAAM,2,0,-,-,12,,,
28,615,ML,PD; DR,127,CRAXX,1,0,-,-,60,,,
28,615,ML,PD; DR,127,VIBAC,1,2,J2660,J2661,25,,,
28,615,ML,PD; DR,127,VIBAC,1,0,-,-,40,,,
28,615,ML,PD; DR,127,VIBAC,1,0,-,-,35,,,
28,615,ML,PD; DR,127,RUBXX,1,1,J2662,J2662,9,,,
28,615,ML,PD; DR,127,CRAXX,1,0,-,-,70,,,
28,615,ML,PD; DR,127,RUBXX,1,4,J2663,J2666,35,,,
28,615,ML,PD; DR,127,CRAXX,1,1,J2667,J2667,85,,,
28,615,ML,PD; DR,127,CRAXX,1,0,-,-,65,,,
28,615,ML,PD; DR,127,CRAXX,1,0,-,-,50,,,
28,615,ML,PD; DR,127,RUBXX,1,1,J2668,J2668,30,EGGS,,
28,615,ML,PD; DR,127,AMEXX,1,2,J2669,J2670,40,,,
28,615,ML,PD; DR,127,AMEXX,1,0,-,-,115,,,
28,615,ML,PD; DR,127,AMEXX,1,0,-,-,60,,,
28,615,ML,PD; DR,127,VIBAC,1,3,J2671,J2673,60,,,
28,615,ML,PD; DR,127,RUBXX,1,1,J2674,J2674,50,,,
28,615,ML,PD; DR,127,VIBAC,1,0,-,-,60,EGGS,,
28,615,ML,PD; DR,127,RUBXX,1,0,-,-,55,,,
28,615,ML,PD; DR,127,VIBAC,1,0,-,-,80,,,
28,615,ML,PD; DR,127,PRUSE,1,2,J2675,J2676,95,,,
28,615,ML,PD; DR,127,VIBAC,1,0,-,-,15,,,
