sheet,date,recorder,collector,transect,treeSpecies,branchNum,catCount,catNumMin,catNumMax,lfCount,notes,data entry notes
,607,KD,PD,114,ROSMU,1,0,-,-,130,,
,607,KD,PD,114,EUOAL,1,0,-,-,300,,
,607,KD,PD,114,LONMO,1,0,-,-,200,,
,607,KD,PD,114,LIGVU,1,0,-,-,230,,
,607,KD,PD,114,MALXX,1,0,-,-,150,,
,608,SB,"AH,KD",115,FRAXX,1,1,J2373,J2373,4,,
,608,SB,"AH,KD",115,FRAXX,1,0,-,-,2,,
,608,SB,"AH,KD",115,BERTH,1,0,-,-,170,,
,608,SB,"AH,KD",115,FRAXX,1,0,-,-,4,,
,608,SB,"AH,KD",115,BERTH,1,0,-,-,360,,
,608,SB,"AH,KD",115,VIBAC,1,0,-,-,15,,
,608,SB,"AH,KD",115,VIBAC,1,0,-,-,20,,
,608,SB,"AH,KD",115,CRAXX,1,0,-,-,20,,
,608,SB,"AH,KD",115,PRUSE,1,1,J2374,J2374,20,,
,608,SB,"AH,KD",115,PRUSE,1,0,-,-,10,,
,608,SB,"AH,KD",115,AMEXX,1,0,-,-,20,,
,608,SB,"AH,KD",115,BERTH,1,0,-,-,340,,
,608,SB,"AH,KD",115,BERTH,2,0,-,-,510,,
,608,SB,"AH,KD",115,PRUSE,1,0,-,-,10,,
,608,AH,"KH,SB",115,BERTH,1,1,J2375,J2375,600,,
,608,AH,"KH,SB",115,FRAXX,1,0,-,-,3,,
,608,AH,"KH,SB",115,BERTH,1,0,-,-,400,,
,608,AH,"KH,SB",115,VIBAC,1,0,-,-,20,,
,608,AH,"KH,SB",115,FRAXX,1,0,-,-,4,,
,608,AH,"KH,SB",115,FRAXX,1,0,-,-,2,,
,608,AH,"KH,SB",115,BERTH,1,0,-,-,400,,
,608,AH,"KH,SB",115,FRAXX,1,0,-,-,4,,
11,607,KD,"AH,DR",112,FRAXX,1,0,-,-,2,,
,607,KD,"AH,DR",112,EUOAL,1,0,-,-,42,,
,607,KD,"AH,DR",112,VIBAC,1,0,-,-,20,,
,607,KD,"AH,DR",112,EUOAL,1,0,-,-,15,,
,607,KD,"AH,DR",112,FRAXX,1,0,-,-,2,,
,607,DR,"AH,KD",113,VIBDI,1,2,J2317,J2318,40,,
,607,DR,"AH,KD",113,VIBDI,2,0,-,-,40,,
,607,DR,"AH,KD",113,VIBDI,3,1,J2319,J2319,60,,
,607,DR,"AH,KD",113,FRAAM,1,2,J2320,J2321,20,,
,607,DR,"AH,KD",113,VIBAC,1,0,-,-,20,,
,607,DR,"AH,KD",113,VIBAC,2,0,-,-,20,,
,607,DR,"AH,KD",113,RUBAL,1,0,-,-,10,,
,607,DR,"AH,KD",113,RUBAL,1,1,J2322,J2322,6,,
,607,DR,"AH,KD",113,RUBAL,1,0,-,-,20,,
,607,DR,"AH,KD",113,RUBAL,1,0,-,-,20,,
,607,DR,"AH,HW",114,ROSMU,1,0,-,-,30,,
,607,DR,"AH,HW",114,ROSMU,1,2,J2323,J2324,10,,
,607,DR,"AH,HW",114,ROSMU,2,1,J2325,J2325,30,,
,607,DR,"AH,HW",114,MALXX,1,0,-,-,15,,
,607,DR,"AH,HW",114,VIBDI,1,0,-,-,60,,
,607,DR,"AH,HW",114,LIGVU,1,0,-,-,150,,
,607,DR,"AH,HW",114,EUOAL,1,0,-,-,40,,
,607,DR,"AH,HW",114,ROSMU,1,1,J2326,J2326,60,SUN FORM,
,607,DR,"AH,HW",114,LIGVU,1,0,-,-,60,,
,607,DR,"AH,HW",114,LIGVU,1,0,-,-,300,,
,607,DR,"AH,HW",114,LIGVU,1,0,-,-,200,,
,607,AH,"DR,HW",114,LIGVU,1,0,-,-,300,,
,607,AH,"DR,HW",114,EUOAL,1,0,-,-,75,,
,607,AH,"DR,HW",114,VIBAC,1,0,-,-,15,,
,607,AH,"DR,HW",114,ROSMU,1,0,-,-,50,,
,607,AH,"DR,HW",114,VIBDI,1,0,-,-,250,,
,607,AH,"DR,HW",114,MALXX,1,0,-,-,100,,
,607,AH,"DR,HW",114,VIBDI,1,1,J2327,J2327,300,,
12,607,HW,PD,112,ROSMU,1,0,-,-,70,,
,607,HW,PD,112,CRAXX,1,0,-,-,60,,
,607,HW,PD,112,ROSMU,1,0,-,-,50,,
,607,HW,PD,112,ROSMU,1,0,-,-,85,,
,607,HW,PD,112,VIBLE,1,0,-,-,60,,
,607,HW,PD,112,ROSMU,1,1,J2344,J2344,50,,
,607,HW,PD,112,VIBAC,1,0,-,-,50,,
,607,HW,PD,112,ROSMU,1,0,-,-,80,,
,607,HW,PD,112,ROSMU,2,0,-,-,110,,
,607,HW,PD,112,VIBDE,1,0,-,-,50,MANY ANTS,
,607,HW,PD,112,VIBAC,1,1,J2345,J2345,50,,
,607,HW,PD,112,VIBAC,1,0,-,-,30,,
,607,HW,PD,112,VIBAC,1,0,-,-,30,,
,607,HW,PD,112,BERTH,1,0,-,-,400,,
,607,HW,PD,112,BERTH,1,0,-,-,1200,,
,607,HW,PD,112,BERTH,1,1,J2346,J2346,2000,,
,607,HW,PD,112,VIBAC,1,2,J2347,J2348,50,,
,607,HW,PD,112,VIBAC,1,2,J2349,J2350,60,,
,607,HW,PD,112,VIBAC,1,2,J2351,J2352,40,,
,607,PD,HW,113,VIBPL,1,0,-,-,150,,
,607,PD,HW,113,CELOR,1,1,J2353,J2353,6,COULD ALSO BE FROM VIBPL,
,607,PD,HW,113,VIBPL,2,0,-,-,200,ANTS (LOTS),
,607,PD,HW,113,VIBPL,3,2,J2354,J2355,100,,
,607,PD,HW,113,VIBPL,4,2,J2356,J2357,175,,
,607,PD,HW,113,VIBPL,1,0,-,-,60,,
,607,PD,HW,113,VIBPL,2,0,-,-,175,,
,607,KD,PD,114,VIBDI,1,0,-,-,200,,
,607,KD,PD,114,VIBDI,1,0,-,-,250,,
,607,KD,PD,114,VIBDI,1,0,-,-,250,,
,607,KD,PD,114,VIBDI,1,1,J2358,J2358,200,,
,607,KD,PD,114,VIBDI,1,0,-,-,170,,
,607,KD,PD,114,VIBDI,1,0,-,-,180,,
,607,KD,PD,114,VIBDI,1,2,J2359,J2360,130,,
13,607,AH,PD; KD,112,FRAXX,1,0,-,-,2,,
,607,AH,PD; KD,112,FRAXX,1,0,-,-,4,,
,607,AH,PD; KD,112,VIBAC,1,0,-,-,15,,
,607,AH,PD; KD,112,AMEXX,1,0,-,-,61,,
,607,AH,PD; KD,112,AMEXX,1,0,-,-,40,,
,607,AH,PD; KD,112,AMEXX,2,0,-,-,70,,
,607,AH,PD; KD,112,LONMO,1,0,-,-,35,,
,607,AH,PD; KD,112,LONMO,1,0,-,-,60,,
,607,AH,PD; KD,112,LONMO,2,0,-,-,60,,
,607,AH,PD; KD,112,LONMO,3,0,-,-,70,,
,607,AH,PD; KD,112,MALXX,1,0,-,-,100,,
,607,AH,PD; KD,112,VIBDE,1,0,-,-,50,,
,607,AH,PD; KD,112,VIBDE,2,0,-,-,50,,
,607,AH,PD; KD,112,MALXX,1,0,-,-,40,,
,607,AH,PD; KD,112,VIBAC,1,0,-,-,50,,
,607,AH,PD; KD,112,VIBAC,1,0,-,-,20,,
,607,AH,PD; KD,112,AMEXX,1,2,2313,2314,25,,
,607,AH,PD; KD,112,VIBAC,1,1,2315,2315,20,,
,607,AH,PD; KD,112,BERTH,1,0,-,-,200,,
,607,KD,PD; AH,112,BERTH,1,0,-,-,200,,
,607,KD,PD; AH,112,BERTH,1,0,-,-,200,,
,607,KD,PD; AH,112,VIBAC,1,0,-,-,20,,
,607,KD,PD; AH,112,VIBAC,1,0,-,-,35,,
,607,KD,PD; AH,112,VIBAC,1,0,-,-,30,,
,607,KD,PD; AH,112,ROSMU,1,0,-,-,20,,
,607,KD,PD; AH,112,ROSMU,1,0,-,-,20,,
,607,KD,PD; AH,112,BERTH,1,0,-,-,200,,
,607,KD,PD; AH,112,VIBAC,1,0,-,-,20,,
,607,KD,PD; AH,112,ROSMU,1,0,-,-,20,,
,607,KD,PD; AH,112,ROSMU,2,1,J2316,J2316,20,,
,607,KD,PD; AH,112,BERTH,1,0,-,-,15,,
,607,KD,PD; AH,112,FRAXX,1,0,-,-,2,,
,607,KD,PD; AH,112,FRAXX,1,0,-,-,2,,
14,608,AH,KD,T115,FRAXX,1,0,-,-,6,,
,608,AH,KD,T115,FRAXX,1,1,J2376,J2376,4,,
,608,AH,KD,T115,BERTH,1,0,-,-,270,,
,608,AH,KD,T115,BERTH,1,0,-,-,100,,
,608,AH,KD,T115,BERTH,1,1,J2377,J2377,190,,
,608,AH,KD,T115,MALXX,1,0,-,-,60,,
,608,AH,KD; SB,T116,VIBDE,1,0,-,-,20,,
,608,AH,KD; SB,T116,VIBAC,1,0,-,-,30,,
,608,AH,KD; SB,T116,AMEXX,1,0,-,-,15,,
,608,AH,KD; SB,T116,FRAXX,1,0,-,-,6,,
,608,AH,KD; SB,T116,FRAXX,1,0,-,-,6,,
,608,AH,KD; SB,T116,EUOAL,1,0,-,-,20,,
,608,AH,KD; SB,T116,EUOAL,1,0,-,-,20,,
,608,AH,KD; SB,T116,MALXX,1,0,-,-,50,,
,608,AH,KD; SB,T116,AMEXX,1,0,-,-,25,,
,608,SB,KD,T117,AMEXX,1,0,-,-,70,,
,608,SB,KD,T117,AMEXX,1,0,-,-,60,,
,608,SB,KD,T117,AMEXX,1,0,-,-,50,,
,608,SB,KD,T117,MALXX,1,0,-,-,200,,
,608,SB,KD,T117,MALXX,2,0,-,-,280,,
,608,SB,KD,T117,MALXX,3,0,-,-,300,,
15,608,RP,AO,117,AMECA,1,0,-,-,30,,
,608,RP,AO,117,AMECA,1,0,-,-,50,,
,608,RP,AO,117,VIBAC,1,0,-,-,30,,
,608,RP,AO,117,VIBAC,1,0,-,-,10,,
,608,RP,AO,117,VIBAC,1,0,-,-,10,,
,608,RP,AO,117,FRAAM,1,0,-,-,10,,
,608,RP,AO,117,VIBAC,1,1,J2412,J2412,20,DEAD BY ANT,
16,608,PD,GM,115,VIBDI,1,0,-,-,300,,
,608,PD,GM,115,VIBDI,1,0,-,-,150,,
,608,PD,GM,115,BERTH,1,0,-,-,300,,
,608,PD,GM,115,FRAAM,1,0,-,-,4,,
,608,PD,GM,115,EUOAL,1,0,-,-,50,,
,608,PD,GM,115,BERTH,1,0,-,-,250,,
,608,PD,GM,115,FRAAM,1,0,-,-,4,,
,608,PD,GM,115,BERTH,1,0,-,-,150,,
,608,PD,GM,115,BERTH,1,1,J2435,J2435,300,,
,608,PD,GM,115,FRAAM,1,0,-,-,43,,
,608,PD,GM,115,BERTH,1,0,-,-,75,,
,608,PD,GM,115,BERTH,1,0,-,-,250,,
,608,PD,GM,115,BERTH,1,0,-,-,500,,
,608,PD,GM,115,BERTH,1,1,J2436,J2436,200,,
,608,PD,GM,115,BERTH,1,0,-,-,600,,
,608,PD,GM,115,BERTH,1,1,J2437,J2437,450,,
,608,PD,GM,115,BERTH,1,0,-,-,500,,
,608,PD,GM,115,BERTH,1,2,J2438,J2439,1000,,
,608,PD,GM,115,FRAAM,1,2,J2440,J2441,10,,
,608,PD,GM,115,MALXX,1,0,-,-,100,,
,608,PD,GM,116,VIBAC,1,0,-,-,20,,
,608,PD,GM,116,RUBXX,1,0,-,-,7,,
,608,PD,GM,116,BERTH,1,0,-,-,500,,
,608,PD,GM,116,MALXX,1,2,J2442,J2443,300,,
,608,PD,GM,116,VIBDI,1,0,-,-,75,,
,608,PD,GM,116,VIBDI,2,1,J2444,J2444,125,,
,608,PD,GM,116,BERTH,1,0,-,-,100,,
,608,PD,GM,116,EUOAL,1,0,-,-,80,,
,608,PD,GM,117,VIBAC,1,0,-,-,8,,
,608,PD,GM,117,PRUSE,1,0,-,-,20,,
,608,PD,GM,117,AMEXX,1,0,-,-,30,,
,608,PD,GM,117,AMEXX,1,0,-,-,40,,
,608,PD,GM,117,VIBAC,1,0,-,-,35,,
17,608,RP,AO,115,BERTH,1,0,-,-,300,,
,608,RP,AO,115,BERTH,1,1,J2404,J2404,250,,
,608,RP,AO,115,FRAAM,1,0,-,-,3,,
,608,RP,AO,115,BERTH,1,1,J2405,J2405,300,,
,608,RP,AO,115,BERTH,1,0,-,-,500,,
,608,RP,AO,115,FRAAM,1,1,J2406,J2406,4,,
,608,RP,AO,115,BERTH,1,0,-,-,150,,
,608,RP,AO,115,BERTH,1,0,-,-,200,,
,608,RP,AO,115,BERTH,1,1,J2407,J2407,200,,
,608,RP,AO,115,BERTH,1,0,-,-,200,,
,608,RP,AO,115,BERTH,1,0,-,-,400,,
,608,RP,AO,115,FRAAM,1,0,-,-,3,,
,608,RP,AO,115,FRAAM,1,0,-,-,3,,
,608,RP,AO,115,BERTH,1,1,J2408,J2408,200,,
,608,RP,AO,115,LIGVU,1,0,-,-,50,,
,608,RP,AO,115,AMECA,1,0,-,-,15,,
,608,RP,AO,115,FRAAM,1,1,J2409,J2409,10,,
,608,RP,AO,115,VIBLE,1,1,J2410,J2410,60,,
,608,RP,AO,116,FRAAM,1,0,-,-,5,,
,608,RP,AO,116,FRAAM,1,0,-,-,6,,
,608,RP,AO,116,FRAAM,1,1,J2411,J2411,6,,
,608,RP,AO,116,FRAAM,1,0,-,-,5,,
,608,RP,AO,116,FRAAM,1,0,-,-,2,,
,608,RP,AO,116,FRAAM,1,0,-,-,4,,
,608,RP,AO,116,VIBAC,1,0,-,-,20,,
,608,RP,AO,116,FRAAM,1,0,-,-,6,,
,608,RP,AO,116,VIBAC,1,0,-,-,10,,
,608,RP,AO,116,VIBAC,1,0,-,-,10,,
,608,RP,AO,116,VIBAC,1,0,-,-,15,,
,608,RP,AO,116,FRAAM,1,0,-,-,5,,
,608,RP,AO,116,VIBAC,1,0,-,-,20,,
,608,RP,AO,116,FRAAM,1,0,-,-,4,,
,608,RP,AO,116,FRAAM,1,0,-,-,3,,
24,611,PD,HW; GM,124,RUBXX,1,2,J2616,J2617,40,,
,611,PD,ML,124,FRAAM,1,1,J2618,J2618,23,,
,611,PD,HW; GM,124,FRAAM,1,0,-,-,12,,
,611,PD,HW; GM,124,RUBXX,1,2,J2619,J2620,40,,
,611,ML,HW; PD,125,PRUSE,1,0,-,-,150,,
,611,ML,HW; PD,125,CRAXX,1,1,J2621,J2621,65,,
,611,ML,HW; PD,125,ROSMU,1,0,-,-,40,,
,611,ML,HW; PD,125,LONMO,1,0,-,-,75,,
,611,ML,HW; PD,125,CRAXX,1,0,-,-,300,,
,611,ML,HW; PD,125,LIGVU,1,0,-,-,80,,
,611,ML,HW; PD,125,BERTH,1,0,-,-,200,,
,611,ML,HW; PD,125,MALXX,1,0,-,-,80,,
,611,ML,HW; PD,125,BERTH,1,0,-,-,250,,
,611,ML,HW; PD,125,LIGVU,1,0,-,-,150,,
,611,ML,HW; PD,125,ROSMU,1,0,-,-,120,,
,611,ML,HW; PD,125,LIGVU,1,0,-,-,300,,
,611,ML,HW; PD,125,LONMO,1,0,-,-,200,,
,611,ML,HW; PD,125,FRAAM,1,0,-,-,21,,
,611,ML,HW; PD,125,LONMO,1,0,-,-,60,,
,611,ML,HW; PD,125,LIGVU,1,0,-,-,300,,
,611,ML,HW; PD,125,ROSMU,1,0,-,-,55,,
,611,ML,HW; PD,125,LIGVU,1,0,-,-,75,,
,611,ML,HW; PD,125,ROSMU,1,0,-,-,50,,
,611,ML,HW; PD,125,CRAXX,1,0,-,-,150,,
,611,ML,HW; PD,125,CRAXX,2,0,-,-,400,,
,611,ML,HW; PD,125,VIBLE,1,1,J2622,J2622,30,,
,611,ML,HW; PD,125,VIBLE,1,1,J2623,J2623,320,,
,611,ML,HW; PD,125,VIBLE,1,0,-,-,150,,
,611,ML,HW; PD,125,CRAXX,1,0,-,-,220,,
,611,ML,HW; PD,125,VIBLE,1,0,-,-,55,,
,611,ML,HW; PD,125,VIBLE,1,0,-,-,60,,
,611,ML,HW; PD,125,AMEXX,1,0,-,-,70,,
,611,ML,HW; PD,125,FRAAM,1,0,-,-,27,,
25,611,PD,HW; GM,123,ROSMU,1,0,-,-,700,SUN LEAVES,
,611,PD,ML,123,LONMO,1,0,-,-,400,,
,611,PD,HW; GM,123,ROSMU,2,0,-,-,600,SUN LEAVES,
,611,PD,HW; GM,123,ROSMU,3,0,-,-,400,50/50 LEAF TYPE,
,611,PD,HW; GM,123,ROSMU,1,0,-,-,20,,
,611,PD,HW; GM,123,ROSMU,1,0,-,-,100,,
,611,PD,ML,123,ROSMU,1,0,-,-,170,,
,611,PD,ML,123,CRAXX,1,1,J2597,J2597,125,,
,611,PD,HW; GM,123,MALXX,1,2,J2598,J2599,150,,
,611,PD,HW; GM,123,VIBDI,1,4,J2600,J2603,300,ONE IN FLOWER,
,611,PD,HW; GM,123,VIBDI,2,0,-,-,120,,
,611,PD,ML,123,RUBXX,1,1,J2604,J2604,35,,
,611,PD,HW; GM,123,VIBDI,1,2,J2605,J2606,500,,
,611,PD,ML,123,RUBXX,1,1,J2607,J2607,75,,
,611,PD,HW; GM,123,VIBDI,1,0,-,-,120,,
,611,PD,HW; GM,123,VIBDI,2,1,J2608,J2608,100,,
,611,PD,ML,123,RUBXX,1,3,J2609,J2611,40,,
,611,PD,HW; GM,123,VIBAC,1,0,-,-,30,,
,611,PD,HW; GM,123,VIBAC,1,0,-,-,40,,
,611,PD,HW; GM,123,VIBAC,1,0,-,-,50,,
,611,PD,HW; GM,123,FRAAM,1,0,-,-,6,,
,611,PD,ML,123,VIBAC,1,0,-,-,140,,
,611,PD,HW; GM,123,VIBAC,1,0,-,-,40,,
,611,PD,HW; GM,123,VIBDI,1,0,-,-,60,,
,611,PD,ML,123,VIBAC,1,0,-,-,95,,
,611,PD,ML,123,VIBAC,1,1,J2612,J2612,60,,
,611,PD,HW; GM,123,VIBAC,1,0,-,-,75,,
,611,PD,HW; GM,123,VIBAC,2,0,-,-,55,,
,611,PD,ML,123,VIBAC,1,1,J2613,J2613,75,PUPA,
,611,PD,HW; GM,123,VIBAC,1,0,-,-,65,,
,611,PD,HW; GM,123,ROSMU,1,0,-,-,61,,
,611,PD,HW; GM,123,ROSMU,2,0,-,-,,SAWFLY (X6),
,611,PD,HW; GM,123,RUBXX,1,2,J2614,J2615,30,,
26,611,PD,HW; GM,122,MALXX,1,0,-,-,125,,
,611,PD,HW; GM,122,MALXX,2,0,-,-,150,,
,611,PD,HW; GM,122,BERTH,1,0,-,-,75,,
,611,PD,HW; GM,122,VIBDI,1,0,-,-,50,,
,611,PD,HW; GM,122,VIBAC,1,0,-,-,30,,
,611,PD,ML,122,VIBDI,1,0,-,-,250,,
,611,PD,HW; GM,122,BERTH,1,0,-,-,200,,
,611,PD,ML,122,VIBDI,2,0,-,-,150,,
,611,PD,HW; GM,122,VIBDI,1,1,J2590,J2590,90,,
,611,PD,HW; GM,122,EUOAL,1,0,-,-,60,,
,611,PD,ML,122,FRAAM,1,0,-,-,25,,
,611,PD,ML,122,ROSMU,1,0,-,-,50,,
,611,PD,HW: GM,122,MALXX,1,0,-,-,125,,
,611,PD,HW: GM,122,LONMO,1,0,-,-,40,,
,611,PD,ML,122,VIBDI,1,0,-,-,50,ANTS,
,611,PD,HW: GM,123,MALXX,1,2,J2591,J2592,300,,
,611,PD,ML,123,ROSMU,1,0,-,-,130,,
,611,PD,ML,123,PRUSE,1,1,J2593,J2593,80,,
,611,PD,HW: GM,123,ROSMU,1,0,-,-,65,,
,611,PD,HW: GM,123,VIBDI,1,0,-,-,100,,
,611,PD,ML,123,FRAAM,1,0,-,-,10,,
,611,PD,HW: GM,123,FRAAM,1,1,J2594,J2594,8,,
,611,PD,ML,123,VIBDI,1,1,J2595,J2595,110,,
,611,PD,ML,123,FRAAM,1,0,-,-,9,,
,611,PD,HW; GM,123,VIBDI,1,1,J2596,J2596,50,,
,611,PD,ML,123,VIBDI,1,0,-,-,220,,
,611,PD,HW: GM,123,VIBDI,1,0,-,-,200,,
,611,PD,HW: GM,123,BERTH,1,0,-,-,300,,
,611,PD,HW: GM,123,ROSMU,1,0,-,-,200,,
,611,PD,HW: GM,123,VIBDI,1,0,-,-,20,,
,611,PD,HW: GM,123,VIBDI,2,0,-,-,150,,
,611,PD,HW: GM,123,VIBDI,1,0,-,-,25,,
,611,PD,HW: GM,123,VIBDI,1,0,-,-,175,,
27,611,ML,PD; HW,125,ROSMU,1,0,-,-,60,,
,611,ML,PD; HW,125,VIBDE,1,10,J2624,J2633,50,,
,615,ML,PD; DR,126,LONMO,1,1,J2652,J2652,125,,
,615,ML,PD; DR,126,LONMO,2,0,-,-,75,,
,615,ML,PD; DR,126,VIBLE,1,2,J2653,J2654,110,,
,615,ML,PD; DR,126,BERTH,1,0,-,-,500,,
,615,ML,PD; DR,126,VIBDE,1,0,-,-,140,,
,615,ML,PD; DR,126,ROSMU,1,0,-,-,60,,
,615,ML,PD; DR,126,RUBXX,1,0,-,-,20,,
,615,ML,PD; DR,126,SAMCA,1,0,-,-,25,,
,615,ML,PD; DR,126,LIGVU,1,0,-,-,150,,
,615,ML,PD; DR,126,ROSMU,1,0,-,-,80,,
,615,ML,PD; DR,126,VIBDE,1,0,-,-,175,,
,615,ML,PD; DR,126,VIBDE,1,1,J2655,J2655,150,,
,615,ML,PD; DR,126,VIBLE,1,0,-,-,250,,
,615,ML,PD; DR,126,SAMCA,1,0,-,-,55,,
,615,ML,PD; DR,126,SAMCA,1,0,-,-,105,,
,615,ML,PD; DR,126,VIBDE,1,0,-,-,275,,
,615,ML,PD; DR,126,VIBDE,1,0,-,-,50,,
,615,ML,PD; DR,126,LONMO,1,0,-,-,325,,
,615,ML,PD; DR,126,VIBDE,1,0,-,-,40,,
,615,ML,PD; DR,126,VIBDE,2,0,-,-,60,,
,615,ML,PD; DR,126,SAMCA,1,0,-,-,35,,
,615,ML,PD; DR,126,SAMCA,1,0,-,-,30,,
,615,ML,PD; DR,126,LONXX,1,0,-,-,175,,
,615,ML,PD; DR,126,VIBDE,1,1,J2656,J2656,125,,
,615,ML,PD; DR,126,VIBDE,2,0,-,-,250,,
,615,ML,PD; DR,126,LONMO,1,0,-,-,100,,
,615,ML,PD; DR,126,LONMO,1,1,J2657,J2657,200,,
,615,ML,PD; DR,126,LONMO,1,0,-,-,75,,
,615,ML,PD; DR,126,LONMO,2,0,-,-,125,,
,615,ML,PD; DR,126,CRAXX,1,0,-,-,30,,
,615,ML,PD; DR,126,CRAXX,2,0,-,-,20,,
28,615,ML,PD; DR,126,VIBLE,1,0,-,-,195,,
,615,ML,PD; DR,126,MALXX,1,0,-,-,150,,
,615,ML,PD; DR,126,MALXX,2,0,-,-,20,,
,615,ML,PD; DR,126,VIBDE,1,1,J2658,J2658,120,,
,615,PD,ML; DR,126,LONMO,1,0,-,-,250,,
,615,PD,ML; DR,126,ROSMU,1,0,-,-,200,,
,615,PD,ML; DR,126,LONMO,1,0,-,-,75,,
,615,PD,ML; DR,126,ROSMU,1,0,-,-,150,,
,615,ML,PD; DR,127,FRAAM,1,1,J2659,J2659,20,,
,615,ML,PD; DR,127,FRAAM,2,0,-,-,12,,
,615,ML,PD; DR,127,CRAXX,1,0,-,-,60,,
,615,ML,PD; DR,127,VIBAC,1,2,J2660,J2661,25,,
,615,ML,PD; DR,127,VIBAC,1,0,-,-,40,,
,615,ML,PD; DR,127,VIBAC,1,0,-,-,34,,
,615,ML,PD; DR,127,RUBXX,1,1,J2662,J2662,9,,
,615,ML,PD; DR,127,CRAXX,1,0,-,-,70,,
,615,ML,PD; DR,127,RUBXX,1,4,J2663,J2666,35,,
,615,ML,PD; DR,127,CRAXX,1,1,J2667,J2667,85,,
,615,ML,PD; DR,127,CRAXX,1,0,-,-,65,,
,615,ML,PD; DR,127,CRAXX,1,0,-,-,50,,
,615,ML,PD; DR,127,RUBXX,1,1,J2668,J2668,30,EGGS,
,615,ML,PD; DR,127,AMEXX,1,2,J2669,J2670,40,,
,615,ML,PD; DR,127,AMEXX,1,0,-,-,115,,
,615,ML,PD; DR,127,AMEXX,1,0,-,-,60,,
,615,ML,PD; DR,127,VIBAC,1,3,J2671,J2673,60,,
,615,ML,PD; DR,127,RUBXX,1,1,J2674,J2674,50,,
,615,ML,PD; DR,127,VIBAC,1,0,-,-,60,EGGS,
,615,ML,PD; DR,127,RUBXX,1,0,-,-,55,,
,615,ML,PD; DR,127,VIBAC,1,0,-,-,80,,
,615,ML,PD; DR,127,PRUSE,1,2,J2675,J2676,95,,
,615,ML,PD; DR,127,VIBAC,1,0,-,-,15,,
,615,ML,PD; DR,127,PRUSE,2,1,J2677,J2677,120,,
,615,ML,PD; DR,128,VIBPL,1,0,-,-,50,,
29,615,ML,PD; DR,128,LIGVU,1,0,-,-,400,,
,615,ML,PD; DR,128,LIGVU,2,0,-,-,400,,
,615,ML,PD; DR,128,FRAAM,1,0,-,-,150,,
,615,ML,PD; DR,128,FRAAM,2,1,J2678,J2678,45,,
,615,ML,PD; DR,128,ROSMU,1,0,-,-,50,,
,615,ML,PD; DR,128,ROSMU,1,1,J2679,J2679,80,,
,615,ML,PD; DR,128,VIBPL,1,1,J2680,J2680,100,,
,615,ML,PD; DR,128,LIGVU,1,0,-,-,550,,
,615,ML,PD; DR,128,ROSMU,1,0,-,-,100,,
,615,ML,PD; DR,128,ROSMU,2,0,-,-,275,,
,615,ML,PD; DR,128,VIBPL,1,0,-,-,60,,
,615,ML,PD; DR,128,VIBPL,2,1,J2681,J2681,110,,
,615,ML,PD; DR,128,ROSMU,1,0,-,-,160,,
,615,ML,PD; DR,128,LIGVU,1,0,-,-,120,,
,615,ML,PD; DR,128,EUOAL,1,0,-,-,125,,
,615,ML,PD; DR,128,EUOAL,2,0,-,-,250,,
,615,ML,PD; DR,128,LIGVU,1,2,J2682,J2683,450,,
,615,ML,PD; DR,128,LIGVU,1,0,-,-,200,,
,616,PD,KD; AO,129,FRAAM,1,0,-,-,14,,
,616,PD,KD   ,129,ROSMU,1,0,-,-,20,,
,616,PD,KD   ,129,BERTH,1,0,-,-,300,,
,616,PD,KD   ,129,ULMRU,1,0,-,-,25,,
,616,PD,KD   ,129,VIBDI,1,0,-,-,75,,
,616,PD,KD   ,129,BERTH,1,0,-,-,275,,
,616,PD,KD   ,129,VIBDI,1,0,-,-,200,,
,616,PD,KD   ,129,VIBDI,2,0,-,-,75,,
,616,PD,KD   ,129,BERTH,1,0,-,-,300,,
30,616,PD,KD   ,129,VIBDI,1,0,-,-,75,,
,616,PD,KD   ,129,VIBDI,1,0,-,-,125,,
,616,PD,KD   ,129,RUBXX,1,0,-,-,5,,
,616,PD,KD   ,129,VIBDI,1,0,-,-,60,,
,616,PD,KD   ,129,RUBXX,1,0,-,-,8,,
,616,PD,KD   ,129,VIBDI,1,0,-,-,50,,
,616,PD,KD   ,129,VIBDI,1,0,-,-,75,,
,616,PD,KD   ,129,VIBDI,2,0,-,-,125,,
,616,KD,PD,129,ROSMU,1,0,-,-,50,,
,616,KD,PD,129,ROSMU,1,0,-,-,70,,
,616,KD,PD,129,RUBPH,1,0,-,-,40,,
,616,KD,PD,129,ROSMU,1,0,-,-,70,,
,616,KD,PD,129,RUBPH,1,0,-,-,50,,
,616,KD,PD,129,VIBDI,1,0,-,-,230,,
,616,KD,PD,129,RUBPH,1,0,-,-,40,,
,616,KD,PD,129,VIBLA,1,0,-,-,125,,
,616,KD,PD,129,VIBLA,2,0,-,-,140,EGGS (SPIDERS?),
,616,KD,PD,129,VIBLA,3,0,-,-,165,,
,616,KD,PD,129,VIBLA,1,0,-,-,130,,
,616,KD,PD,129,LIGVU,1,1,J2714,J2714,50,,
,616,KD,PD,129,LIGVU,1,0,-,-,100,,
,616,KD,PD,129,RUBPH,1,0,-,-,110,,
,616,KD,PD,129,VIBLA,1,0,-,-,70,,
,616,KD,PD,129,RUBPH,1,0,-,-,80,,
