  DATE,team,transect,catNum,catSpecies,treeSpecies,collected?,notes,captureWeight,captureWeightDay,newHost,changeID,geInitialWeight,geFinalWeight,geFrassWeight,Late,fate,fateDate,
606,MLDR,312,1275,ORTHRU,RUBXX,Y,,0.0966,1,ROSMU,,0.1304,,,,T,613,
606,MLDR,312,1276,LITHXX,MALFL,N,,,,,,,,,,,,
606,MLDR,312,1277,ENNOSU,MALFL,Y,"E, MB",0.0791,1,,,,,,,PP,630,
606,MLDR,312,1278,ORTHRU,ROSMU,Y,SORTA MISSING ISH PP 618,0.4301,1,RUBXX,,0.2985,,,,PP,618,
,,,1279,,,N,,,,,,,,,,,,
,,,1280,,,N,,,,,,,,,,,,
,,,1281,,,N,,,,,,,,,,,,
,,,1282,,,N,,,,,,,,,,,,
,,,1283,,,N,,,,,,,,,,,,
,,,1284,,,N,,,,,,,,,,,,
,,,1285,,,N,,,,,,,,,,,,
,,,1286,,,N,,,,,,,,,,,,
,,,1287,,,N,,,,,,,,,,,,
,,,1288,,,N,,,,,,,,,,,,
,,,1289,,,N,,,,,,,,,,,,
,,,1290,,,N,,,,,,,,,,,,
,,,1291,,,N,,,,,,,,,,,,
,,,1292,,,N,,,,,,,,,,,,
,,,1293,,,N,,,,,,,,,,,,
,,,1294,,,N,,,,,,,,,,,,
,,,1295,,,N,,,,,,,,,,,,
,,,1296,,,N,,,,,,,,,,,,
607,MLDR,313,1297,MELACA,MALSI,Y,PP 615,0.0979,1,,ENNOSU,,,,,P,621,
607,MLDR,313,1298,MELACA,VIBDI,Y,PP 630,0.009,1,VIBLE,,0.0193,0.0884,0.0716,,PP,630,
607,MLDR,313,1299,MELACA,VIBDI,Y,,0.0041,1,,,,,,,D,610,
607,MLDR,313,1300,CROCNO,ROSMU,Y,PP 714,0.0552,1,,,,,,,PP,714,
607,MLDR,313,1301,MICROX,VIBDI,N,,,,,,,,,,,,
607,MLDR,313,1302,MICROX,VIBDI,N,,,,,,,,,,,,
607,MLDR,313,1303,MICROX,VIBDI,N,,,,,,,,,,,,
607,MLDR,313,1304,MICROX,VIBDI,N,,,,,,,,,,,,
607,MLDR,313,1305,MICROX,VIBDI,N,,,,,,,,,,,,
607,MLDR,313,1306,MICROX,PRUSE,N,,,,,,,,,,,,
607,MLDR,315,1307,ZALEXX,VIBDE,Y,PP 622 E 719,0.006,1,,,,,,,E,719,
607,MLDR,315,1308,HIMEFI,ROSMU,Y,PP 620,0.113,1,ROSMU,,0.1598,0.2953,0.5863,,PP,620,
607,MLDR,315,1309,IRIDLA,ROSMU,Y,PP 613,0.0526,1,,,,,,,PP,613,
607,MLDR,315,1310,HIMEFI,ROSMU,Y,,0.0626,1,PRUSE,,0.0532,,,,T,613,
607,MLDR,315,1311,PUPAXX,VIBDE,Y,E 617 R 617,-99,1,,,,,,,E,617,
607,MLDR,315,1312,LITHAN,CRAXX,Y,TOID,0.177,1,,,,,,,T,617,
607,MLDR,315,1313,CROCNO,VIBLE,Y,PP 706,0.0218,1,,,,,,,PP,706,
607,MLDR,315,1314,GEOMXX,VIBLE,Y,,0.0011,1,,,,,,,D,613,
607,MLDR,315,1315,ENNOSU,FRAAM,Y,,0.0257,1,,EUTRCL,,,,,D,705,
607,MLDR,315,1316,PALEVE,CRAXX,Y,,0.0768,1,,,,,,,T,609,
607,MLDR,315,1317,CROCNO,ROSMU,Y,,0.0037,1,,EUPIMI,,,,,D,613,
,,,1318,,,N,,,,,,,,,,,,
,,,1319,,,N,,,,,,,,,,,,
,,,1320,,,N,,,,,,,,,,,,
,,,1321,,,N,,,,,,,,,,,,
,,,1322,,,N,,,,,,,,,,,,
,,,1323,,,N,,,,,,,,,,,,
,,,1324,,,N,,,,,,,,,,,,
,,,1325,,,N,,,,,,,,,,,,
,,,1326,,,N,,,,,,,,,,,,
,,,1327,,,N,,,,,,,,,,,,
,,,1328,,,N,,,,,,,,,,,,
,,,1329,,,N,,,,,,,,,,,,
,,,1330,,,N,,,,,,,,,,,,
,,,1331,,,N,,,,,,,,,,,,
,,,1332,,,N,,,,,,,,,,,,
,,,1333,,,N,,,,,,,,,,,,
608,MLDR,316,1334,HIMEFI,MALFL,Y,toided when weighed,0.0537,2,,,,,,,T,610,
608,MLDR,316,1335,PALEVE,MALFL,Y,,0.0706,2,,,,,,,P,615,
608,MLDR,316,1336,HIMEFI,MALFL,Y,T,0.116,2,PRUSE,,0.11069,,,,T,617,
608,MLDR,316,1337,HIMEFI,MALFL,Y,PP 620,0.1335,2,MALFL,,0.1197,0.1893,0.4453,,PP,620,
608,MLDR,316,1338,ZALEXX,MALFL,Y,,0.0007,2,,,,,,,D,613,
608,MLDR,316,1339,PALEVE,MALFL,Y,,0.0822,2,,,,,,,P,615,
608,MLDR,316,1340,MELACA,MALFL,Y,PP 718,0.0119,2,CRAXX,,0.0247,0.0497,0.0765,,P,720,
608,MLDR,316,1341,EUPIXX,MALFL,Y,,0.01,2,PRUSE,,0.0196,,,,P,621,
608,MLDR,316,1342,EUPIXX,ROSMU,Y,weighed as 0.0000 MIA 610,0.0001,2,,,,,,,MIA,613,
608,MLDR,316,1343,HIMEFI,MALSI,Y,,,,,,,,,,,,
608,MLDR,316,1344,HIMEFI,MALFL,Y,"PREPUPAL FOR FINAL GE WEIGHT, PP620",0.1615,2,PRUSE,,0.1492,0.2791,0.444,,PP,620,
608,MLDR,316,1345,PROCLI,MALFL,N,,,,,,,,,,,,
608,MLDR,316,1346,ACROXX,MALFL,Y,,0.0022,2,,,,,,,D,614,
608,MLDR,316,1347,HIMEFI,MALFL,Y,T,0.0208,2,MALFL,,0.017,,,,D,616,
608,MLDR,316,1348,ZALEPG,MALSI,Y,"PP 616, MB",0.4864,2,MALSI,CATOUL,0.4333,,,,PP,616,
608,MLDR,316,1349,ORTHRU,MALSI,Y,PP 704,0.1213,2,MALSI,,0.1112,0.253,0.1787,,PP,704,
608,MLDR,316,1350,ORTHRU,MALSI,Y,MAYBE TOID,0.0881,2,CRAXX,,,,,,D,610,
608,MLDR,316,1351,ZALEPG,MALSI,Y,,0.1184,2,MALSI,CATOUL,0.101,,,,D,616,
608,MLDR,316,1352,ZALEPG,MALSI,Y,MB,0.1815,2,CRAXX,CATOUL,0.1563,0.3572,0.6179,,E,,
608,MLDR,316,1353,HIMEFI,ROSMU,Y,Toided when weighed,0.0261,2,MALFL,,,,,,T,610,
608,MLDR,316,1354,ZALEPG,MALFL,Y,,0.438,2,MALFL,CATOUL,0.3993,,,,D,613,
608,MLDR,316,1355,ACROXX,MALFL,Y,,0.0274,2,MALSI,,0.0238,,,,D,621,
608,MLDR,316,1356,MICROX,MALFL,N,,,,,,,,,,,,
608,MLDR,316,1357,MICROX,MALFL,N,,,,,,,,,,,,
608,MLDR,316,1358,PALEVE,MALFL,Y,T,0.0329,2,,,,,,,T,615,
608,MLDR,316,1359,PALEVE,MALFL,Y,,0.0141,2,MALFL,EUPIXX,,,,,D,616,
608,MLDR,316,1360,MELACA,MALFL,Y,,0.0008,2,,,,,,,D,615,
,,,1361,,,,,,,,,,,,,,,
,,,1362,,,,,,,,,,,,,,,
,,,1363,,,,,,,,,,,,,,,
,,,1364,,,,,,,,,,,,,,,
,,,1365,,,,,,,,,,,,,,,
,,,1366,,,,,,,,,,,,,,,
,,,1367,,,,,,,,,,,,,,,
,,,1368,,,,,,,,,,,,,,,
,,,1369,,,,,,,,,,,,,,,
,,,1370,,,,,,,,,,,,,,,
613,MLDR,320,1371,MEALCA,VIBLE,Y,PP 706,0.0308,1,VIBDI,,0.0324,0.0841,0.1015,,PP,706,
613,MLDR,320,1372,HYAUN,VIBLE,Y,ACTUALLY,0.114,1,,,,,,,P,622,
613,MLDR,320,1373,ROUGEX,LONTA,Y,PP 617,0.0028,1,,,,,,,PP,617,
613,MLDR,320,1374,ORTHRU,PRUVI,Y,PP 706,0.0291,1,PRUVI,,0.0721,0.3204,0.2521,,PP,706,
613,MLDR,320,1375,EUTRCL,VIBDE,Y,PP 627,0.0701,1,,,,,,,PP,627,
613,MLDR,320,1376,ZALEXX,VIBLE,Y,,0.0034,1,,,,,,,D,615,
,,,1377,,,N,,,,,,,,,,,,
,,,1378,,,N,,,,,,,,,,,,
,,,1379,,,N,,,,,,,,,,,,
,,,1380,,,N,,,,,,,,,,,,
,,,1381,,,N,,,,,,,,,,,,
,,,1382,,,N,,,,,,,,,,,,
,,,1383,,,N,,,,,,,,,,,,
,,,1384,,,N,,,,,,,,,,,,
,,,1385,,,N,,,,,,,,,,,,
,,,1386,,,N,,,,,,,,,,,,
,,,1387,,,N,,,,,,,,,,,,
,,,1388,,,N,,,,,,,,,,,,
,,,1389,,,N,,,,,,,,,,,,
,,,1390,,,N,,,,,,,,,,,,
,,,1391,,,N,,,,,,,,,,,,
,,,1392,,,N,,,,,,,,,,,,
,,,1393,,,N,,,,,,,,,,,,
,,,1394,,,N,,,,,,,,,,,,
,,,1395,,,N,,,,,,,,,,,,
,,,1396,,,N,,,,,,,,,,,,
,,,1397,,,N,,,,,,,,,,,,
,,,1398,,,N,,,,,,,,,,,,
,,,1399,,,N,,,,,,,,,,,,
,,,1400,,,N,,,,,,,,,,,,
,,,1401,,,N,,,,,,,,,,,,
,,,1402,,,N,,,,,,,,,,,,
,,,1403,,,N,,,,,,,,,,,,
,,,1404,,,N,,,,,,,,,,,,
,,,1405,,,N,,,,,,,,,,,,
,,,1406,,,N,,,,,,,,,,,,
,,,1407,,,N,,,,,,,,,,,,
614,,,1408,ORGYLE,PRUSE,Y,T,0.0178,1,,,,,,,D,704,
,,,1409,ORGYLE,PRUSE,Y,T,0.0115,1,,,,,,,P,718,
,,,1410,ORGYLE,PRUSE,Y,T,0.0248,1,,,,,,,D,704,
,,,1411,PAPIGL,PRUSE,Y,DISSECTED & DISGRACED,0.5359,1,,,,,,,D,620,
,,,1412,CROCNO,MALFL,Y,,0.0038,1,,MORRCO,,,,,,,
,,,1413,EUPIXX,ROSMU,Y,FAILED EMERGENCE,0.0074,1,PRUSE,,0.0128,,,,T,621,
,,,1414,FURCBO,PRUSE,Y,,0.0036,1,,,,,,,T,,
,,,1415,MORRCO,PRUSE,Y,,0.0141,1,,,,,,,,,
,,,1416,PROCLI,ROSMU,Y,PP 726,0.0037,1,PRUSE,EUTRCL,0.0349,0.1445,0.0952,,PP,726,
,,,1417,HIMEFI,PRUSE,Y,PP 620,0.2442,1,,,,,,,PP,620,
,,,1418,MICROX,PRUSE,N,,,,,,,,,,,,
,,,1419,CATOUL,MALFL,Y,,0.4479,1,,,,,,,D,620,
,,,1420,ACROSU,MALFL,Y,PP 706,0.0249,1,MALFL,ACROIN,0.0258,0.0629,0.0783,,PP,706,
,,,1421,MELACA,MALFL,Y,,0.0044,1,MALFL,,0.004,,,,T,621,
,,,1422,ZALEXX,MALFL,Y,,0.0012,1,,,,,,,D,617,
,,,1423,MORRCO,MALSI,Y,,0.0029,1,,,,,,,D,620,
,,,1424,ACROSU,MALSI,Y,,0.0088,1,CRAXX,ACROCL,0.0065,0.0242,0.0339,,P,718,
,,,1425,ACROSU,MALSI,Y,,0.0013,1,MALSI,ACROIN,0.0003,0.001,0.0016,,P,806,
,,,1426,ACHADI,VIBDI,Y,,0.0482,1,VIBDI,,0.2741,0.2211,0.0245,,D,722,
,,,1427,LITHXX,PRUSE,N,,,,,,,,,,,,
,,,1428,GEOMXX,PRUSE,Y,PP 620,0.0513,1,,,,,,,PP,620,
,,,1429,PAPIGL,FRAAM,Y,FAILED PUPATION? PP630 DON'T OPEN EW,0.4927,1,,,,,,,D,706,
,,,1430,MELACA,RUBXX,Y,MB,0.0225,1,RUBXX,MESORU,0.0165,,,,E,,
,,,1431,MICROX,ROSMU,N,,,,,,,,,,,,
,,,1432,MORRCO,ROSMU,N,,,,,,,,,,,,
,,,1433,ZALEXX,PRUSE,Y,PP 720,0.0091,1,PRUSE,,0.1132,0.4008,0.2407,,P,722,
,,,1434,GEOMXX,PRUSE,Y,,0.0093,1,,EUTRCL,,,,,D,624,
,,,1435,EUPIXX,PRUSE,Y,,0.0083,1,MALFL,,0.0068,0.0074,0.0062,,D,713,
,,,1436,MELACA,PRUSE,Y,"HAD A GROWTH EFFICIENCY FINAL AND FRASS WEIGHT ALREADY IN, WAS .0586 AND .0606, OVERWROTE WITH ACTUAL FINAL AND FRASS WEIGHTS, MUST FIND CATERPILLAR THAT THOSE WEIGHTS WERE INTENDED FOR, ",0.0019,1,PRUSE,,0.0023,0.0068,0.0082,,P,714,
,,,1437,GEOMXX,ROSMU,Y,,0.012,1,,METAHY,,,,,P,722,
,,,1438,EUPIMI,LONMO,Y,,0.0099,1,VIBLE,,0.009,,,,T,623,
,,,1439,EUPIMI,ROSMU,Y,PP 616,0.0265,1,,,,,,,PP,616,
,,,1440,MELACA,ROSMU,Y,PP 704,0.0311,1,RUBXX,,0.0246,0.0545,0.0431,,P,706,
,,,1441,MHIMEFI,ROSMU,Y,PP 722,0.0381,1,,,,,,,P,725,
,,,1442,GEOMXX,ROSMU,Y,,0.0188,1,,METAHY,,,,,P,718,
,,,1443,NOCTXX,LONMO,Y,PP 718,0.0093,1,,HIMEFI,,,,,P,720,
,,,1444,MELACA,RUBXX,Y,,0.0325,1,ROSMU,,0.0269,,,,D,623,
,,,1445,EUPIMI,ROSMU,Y,PP 616,0.0207,1,MALFL,,,,,,PP,616,
,,,1446,ACROSU,CRAXX,Y,PP 627,0.1084,1,MALFL,,0.1694,0.3761,0.4702,,PP,627,
,,,1447,ENNOSU,CRAXX,Y,"PP 616, E, MB",0.1577,1,,,,,,,PP,616,
,,,1448,SCHIUN,CRAXX,Y,PP 725,0.0117,1,,,,,,,P,728,
,,,1449,CORYME,BERTH,Y,,0.0919,1,,,,,,,,,
,,,1450,CORYME,BERTH,Y,,0.0327,1,,,,,,,,,
,,,1451,CORYME,BERTH,Y,,0.0317,1,,,,,,,,,
,,,1452,PUPAXX,BERTH,Y,,-99,1,,,,,,,E,125,
,,,1453,GOMXX,BERTH,Y,,0.0954,1,,ENNOSU,,,,,D,708,
,,,1454,CORYME,BERTH,Y,,0.0057,1,,,,,,,,,
,,,1455,CORYME,BERTH,Y,,0.0061,1,,,,,,,,,
,,,1456,CORYME,BERTH,Y,,0.0149,1,,,,,,,,,
,,,1457,CORYME,BERTH,Y,,0.0313,1,,,,,,,,,
,,,1458,CORYME,BERTH,Y,,0.0017,1,,,,,,,,,
,,,1459,CORYME,BERTH,Y,,0.0026,1,,,,,,,,,
,,,1460,CORYME,BERTH,Y,,0.0307,1,,,,,,,,,
,,,1461,FOURLX,BERTH,N,,,,,,,,,,,,
,,,1462,CORYME,BERTH,Y,,0.0079,1,,,,,,,,,
,,,1463,CORYME,BERTH,Y,,0.0288,1,,,,,,,,,
,,,1464,CORYME,BERTH,Y,,0.0154,1,,,,,,,,,
,,,1465,,,,,,,,,,,,,,,
,,,1466,,,,,,,,,,,,,,,
,,,1467,,,,,,,,,,,,,,,
,,,1468,,,,,,,,,,,,,,,
,,,1469,,,,,,,,,,,,,,,
,,,1470,,,,,,,,,,,,,,,
,,,1471,,,,,,,,,,,,,,,
,,,1472,,,,,,,,,,,,,,,
,,,1473,,,,,,,,,,,,,,,
,,,1474,,,,,,,,,,,,,,,
,,,1475,,,,,,,,,,,,,,,
,,,1476,,,,,,,,,,,,,,,
,,,1477,,,,,,,,,,,,,,,
,,,1478,,,,,,,,,,,,,,,
,,,1479,,,,,,,,,,,,,,,
,,,1480,,,,,,,,,,,,,,,
,,,1481,,,,,,,,,,,,,,,
615,MLDR,324,1482,EREBXX,VIBLE,Y,,0.1906,1,,TOLVE,,,,,P,808,
615,MLDR,324,1483,EUPIXX,VIBLE,Y,REARY SMALL,0.0006,1,VIBDI,,0.0009,,,,D,623,
615,MLDR,324,1484,EUPIXX,LIGOB,Y,,0.0004,1,FRAAM,,0.0014,,,,D,621,
615,MLDR,324,1485,FOURLX,ROSMU,N,,,,,,,,,,,,
615,MLDR,324,1486,HIMEFI,MALFL,Y,PP 706,0.0532,1,,,,,,,PP,706,
615,MLDR,324,1487,MELACA,ROSMU,Y,PP 729,0.0044,1,ROSMU,,0.0044,0.0047,0.0056,,PP,729,
615,MLDR,324,1488,MELACA,CRAXX,Y,TINY NO FRASS,0.0008,1,MALFL,,0.0008,,,,D,621,
,,,1489,,,,,,,,,,,,,,,
,,,1490,,,,,,,,,,,,,,,
,,,1491,,,,,,,,,,,,,,,
,,,1492,,,,,,,,,,,,,,,
,,,1493,,,,,,,,,,,,,,,
,,,1494,,,,,,,,,,,,,,,
,,,1495,,,,,,,,,,,,,,,
,,,1496,,,,,,,,,,,,,,,
,,,1497,,,,,,,,,,,,,,,
,,,1498,,,,,,,,,,,,,,,
,,,1499,,,,,,,,,,,,,,,
,,,1500,,,,,,,,,,,,,,,
,,,1501,,,,,,,,,,,,,,,
,,,1502,,,,,,,,,,,,,,,
,,,1503,,,,,,,,,,,,,,,
,,,1504,,,,,,,,,,,,,,,
,,,1505,,,,,,,,,,,,,,,
,,,1506,,,,,,,,,,,,,,,
,,,1507,,,,,,,,,,,,,,,
,,,1508,,,,,,,,,,,,,,,
,,,1509,,,,,,,,,,,,,,,
,,,1510,,,,,,,,,,,,,,,
,,,1511,,,,,,,,,,,,,,,
,,,1512,,,,,,,,,,,,,,,
,,,1513,,,,,,,,,,,,,,,
,,,1514,,,,,,,,,,,,,,,
,,,1515,,,,,,,,,,,,,,,
,,,1516,,,,,,,,,,,,,,,
,,,1517,,,,,,,,,,,,,,,
,,,1518,,,,,,,,,,,,,,,
616,MLDR,325,1519,MICROX,CRAXX,N,,,,,,,,,,,,
616,MLDR,325,1520,PUPAXX,VIBAC,Y,NEVER EMERGED,-99,1,,,,,,,U,125,
616,MLDR,325,1521,HIMEFI,AMEXX,Y,PP 701,0.191,2,,,,,,,P,704,
616,MLDR,325,1522,LAMBFI,VIBAC,N,,,,,,,,,,,,
616,MLDR,326,1523,SPHIXX,PRUSE,Y,,0.0948,2,,PAONEX,,,,,,,
616,MLDR,326,1524,LOMOSE,PRUSE,Y,PP 620,0.0614,2,,,,,,,PP,620,
616,MLDR,326,1525,LOMOVE,PRUSE,Y,,0.0024,1,PRUSE,,0.0322,,,,P,711,
616,MLDR,326,1526,LOMOVE,PRUSE,Y,,0.0016,1,,,,,,,D,624,
616,MLDR,326,1527,LOMOVE,PRUSE,Y,,0.0007,1,,,,,,,D,624,
616,MLDR,326,1528,LOMOVE,PRUSE,Y,,0.0004,1,MALFL,,0.009,0.0192,0.0282,,MIA,722,
616,MLDR,326,1529,LOMOVE,PRUSE,Y,PP 729,0.0009,2,MALFL,,0.0074,0.0145,0.0221,,PP,729,
616,MLDR,326,1530,MICROX,PRUSE,N,,,,,,,,,,,,
616,MLDR,326,1531,BUTTTX,PRUSE,Y,E,0.0081,2,,HYPESC,,,,,P,706,
616,MLDR,326,1532,MICROX,LONMO,N,,,,,,,,,,,,
616,MLDR,326,1533,MICROX,LONMO,N,,,,,,,,,,,,
616,MLDR,326,1534,PALTAN,LONMO,Y,,0.0172,2,,,,,,,P,714,
616,MLDR,326,1535,MICROX,PRUSE,N,,,,,,,,,,,,
616,MLDR,326,1536,LOMOVE,PRUSE,Y,PP 704,0.0014,2,,,,,,,PP,704,
616,MLDR,326,1537,ANTETH,ROSMU,Y,,0.0522,2,,,,,,,P,,
616,MLDR,326,1538,EUPIMI,ROSMU,Y,,0.0002,2,,,,,,,D,620,
616,MLDR,326,1539,EUPIMI,PRUSE,Y,,0.0015,2,MALFL,,0.0033,0.0046,0.0058,,D,711,
616,MLDR,326,1540,LOMOVE,PRUSE,Y,,0.0075,2,MALFL,,0.0337,,,,P,711,
616,MLDR,326,1541,MELACA,PRUSE,Y,,0.0501,2,MALPR,,0.0745,0.092,0.0262,,P,704,
616,MLDR,326,1542,MICROX,PRUSE,N,,,,,,,,,,,,
616,MLDR,326,1543,EUPIMI,LONMO,Y,,0.0095,1,VIBSI,,0.025,,,,P,627,
616,MLDR,326,1544,HIMEFI,PRUSE,Y,PP 706,0.1115,2,,ORTHHI,,,,,PP,706,
616,MLDR,326,1545,CATOUL,PRUSE,Y,,0.009,2,,,,,,,D,621,
616,MLDR,326,1546,PROCLI,PRUSE,Y,,0.007,2,PRUSE,EUTRCL,0.5757,,,,PP,713,
616,MLDR,326,1547,EUPIMI,LONMO,Y,,0.0002,2,,,0,,,,D,627,
616,MLDR,326,1548,MORRCO,PRUSE,Y,,0.0154,2,,,,,,,,,
616,MLDR,326,1549,LOMOVE,PRUSE,Y,PP 704,0.0039,2,,,,,,,PP,704,
616,MLDR,326,1550,PROCLI,PRUSE,Y,,0.0017,2,ROSMU,EUTRCL,0.035,0.0578,0.0291,,D,806,
616,MLDR,326,1551,LOMOVE,PRUSE,Y,FAILED PUPATION 713,0.003,2,CRAXX,,0.0246,,,,PP,713,
616,MLDR,326,1552,PAPIGL,PRUSE,Y,PP 701,0.3991,2,MALFL,,0.0014,,,,P,704,
616,MLDR,326,1553,LOMOVE,PRUSE,Y,FAILED PUPATION 713,0.0011,2,PRUSE,,0.0195,,,,PP,711,
616,MLDR,326,1554,LOMOVE,ROSMU,N,,,,,,,,,,D,624,
616,MLDR,326,1555,LOMOVE,ROSMU,Y,,0.0041,2,,,,,,,D,624,
616,MLDR,326,1556,MICROX,ROSMU,Y,,0.003,2,,,,,,,,,
616,MLDR,326,1557,LOMOVE,PRUSE,Y,PP 722,0.0001,1,MALFL,,0.0143,0.028,0.0341,,P,725,
616,MLDR,326,1558,LOMOVE,PRUSE,Y,,0.0015,1,CRAXX,,0.04,,,,P,711,
616,MLDR,326,1559,LOMOVE,PRUSE,Y,,0.0014,2,,,,,,,D,620,
616,MLDR,326,1560,SHELLX,PRUSE,Y,,0.0013,1,,ELAPVE,,,,,D,627,
616,MLDR,326,1561,ZALEXX,PRUSE,Y,,0.0004,2,,,,,,,,,
616,MLDR,326,1562,LOMOVE,PRUSE,Y,PP 706,0.0071,2,,MELACA,,,,,PP,706,
616,MLDR,326,1563,LOMOVE,PRUSE,Y,,,1,,,,,,,,,
616,MLDR,326,1564,SHELLX,ROSMU,Y,,0.0044,2,,ELAPVE,,,,,D,630,
616,MLDR,326,1565,ZALEXX,ROSMU,Y,,0.0011,2,PRUSE,,0.0532,,,,P,713,
616,MLDR,326,1566,GEOMXX,ROSMU,Y,P 701,0.0274,2,,,,,,,E,719,
616,MLDR,326,1567,ENNOSU,FRAAM,Y,,0.127,2,,,,,,,D,620,
616,MLDR,326,1568,EUPIXX,PRUSE,Y,PP 725,0.0002,2,PRUSE,BISTBE,0.002,0.0129,0.0095,,P,728,
616,MLDR,326,1569,PAPIGL,PRUSE,Y,PP 704,0.1873,2,,,,,,,PP,704,
616,MLDR,326,1570,MELACA,LONMO,Y,,0.042,2,LONMO,,0.1286,,,,P,627,
616,MLDR,326,1571,MORRCO,LONMO,Y,,0.0078,2,,,,,,,,,
616,MLDR,326,1572,PROCLI,LONMO,Y,,0.0383,1,LONMO,EUTRCL,0.8799,,,,P,713,
616,MLDR,326,1573,EUPIMI,ROSMU,Y,,0.0226,1,,,,,,,P,620,
616,MLDR,326,1574,SHELLX,FRAAM,Y,,0.0082,2,,PAPIGL,,,,,P,,
616,MLDR,326,1575,MELACA,FRAAM,Y,PP 725,0.0149,2,LIGOB,ENNOSU,0.0222,0.0446,0.0301,,PP,725,
616,MLDR,326,1576,HIMEFI,FRAAM,Y,T PP 623,0.2434,1,,,,,,,T,,
616,MLDR,326,1577,LOMOVE,PRUSE,Y,PP 630,0.0032,1,,,,,,,P,704,
,,,1578,,,,,,,,,,,,,,,
617,MLDR,327,1579,CORYME,BERTH,Y,,0.06,1,,,,,,,,,
617,MLDR,327,1580,EUISW,BERTH,Y,,0.0119,1,,,,,,,P,629,
617,MLDR,327,1581,CORYME,BERTH,Y,,0.0093,1,,,,,,,,,
617,MLDR,327,1582,MELACA,BERTH,Y,,0.0274,1,,,,,,,,,
617,MLDR,327,1583,EUPIXX,BERTH,Y,,0.0232,1,,,,,,,P,623,
617,MLDR,327,1584,CORYME,BERTH,Y,,0.0157,1,,,,,,,,,
617,MLDR,328,1585,HIMEFI,VIBPL,Y,,0.2336,1,,,,,,,P,627,
617,MLDR,328,1586,TOIDXX,FRAAM,Y,T ON ARRIVAL,-99,1,,,,,,,T,617,
,,,1587,,,,,,,,,,,,,,,
,,,1588,,,,,,,,,,,,,,,
,,,1589,,,,,,,,,,,,,,,
,,,1590,,,,,,,,,,,,,,,
,,,1591,,,,,,,,,,,,,,,
,,,1592,,,,,,,,,,,,,,,
620,MLRBDR,329,1593,EUPIMI,ROSMU,Y,,0.0118,1,CRAXX,,0.0112,0.0114,0.0044,,D,706,
620,MLRBDR,329,1594,MICROX,PRUSE,N,,,,,,,,,,,,
620,MLRBDR,329,1595,ACHADI,FRAAM,Y,PP 711,0.2768,1,,,,,,,P,711,
620,MLRBDR,329,1596,MELACA,LONTA,Y,,0.0424,1,LONTA,,0.0365,0.0461,0.0392,,P,704,
620,MLRBDR,329,1597,EUPIXX,ROSMU,Y,LOMOSE?,0.0178,1,,,0.0164,,,,T,629,
620,MLRBDR,329,1598,EUPIMI,ROSMU,Y,,0.0035,1,RUBXX,,0.0041,,,,D,627,
620,MLRBDR,329,1599,MICROX,ROSMU,N,,,,,,,,,,,,
620,MLRBDR,329,1600,CORYME,BERTH,Y,,0.0062,1,,,,,,,,,
620,MLRBDR,329,1601,EUPIXX,BERTH,Y,READ AS 0.0000,0.0001,1,,,,,,,D,708,
620,MLRBDR,329,1602,CORYME,BERTH,Y,LATE INSTAR,0.054,1,,,,,,,D,630,
620,MLRBDR,329,1603,MELACA,MALPR,Y,PP 629,0.0981,1,MALFL,,0.0805,0.0481,0.0366,,PP,629,
620,MLRBDR,329,1604,MICROX,ROSMU,N,,,,,,,,,,,,
,,,1605,,,,,,,,,,,,,,,
621,MLDR,330,1606,ACROXX,MALSI,Y,PP 701,0.1053,1,,ACROCL,,,,,PP,701,
621,MLDR,330,1607,LOMOVE,MALSI,Y,,0.0005,1,,,,,,,K,627,
621,MLDR,330,1608,LOMOVE,MALSI,Y,,0.001,1,,,,,,,D,623,
621,MLDR,330,1609,IRIDLA,MALSI,N,,,,,,,,,,,,
621,MLDR,330,1610,LOMOVE,MALSI,Y,,0.0015,1,,,,,,,D,627,
621,MLDR,330,1611,MELACA,MALSI,Y,,0.0407,1,MALSI,ENNOSU,0.065,,,,P,721,
621,MLDR,330,1612,LOMOVE,MALSI,Y,,0.0008,1,,,,,,,D,624,
621,MLDR,330,1613,LOMOVE,MALFL,Y,,0.0007,1,,,,,,,D,627,
621,MLDR,330,1614,MICROX,MALFL,N,,,,,,,,,,,,
621,MLDR,330,1615,MICROX,MALFL,N,,,,,,,,,,,,
621,MLDR,330,1616,MORRCO,MALFL,Y,,0.0093,1,,,,,,,D,627,
621,MLDR,330,1617,EUPIXX,MALFL,Y,RED,0.0007,1,,,,,,,D,627,
621,MLDR,330,1618,EUPIXX,MALFL,Y,RED,0.0001,1,MALFL,CAMPPE,0.0093,0.0215,0.0077,,P,,
621,MLDR,330,1619,HIMEFI,MALSI,Y,PP 705,0.1744,1,,,,,,,P,708,
621,MLDR,330,1620,ACROXX,MALSI,Y,"SAME AS 1606, PP 704",0.059,1,,ACROCL,,,,,PP,704,
621,MLDR,330,1621,MORRCO,MALSI,Y,ID UNSURE,0.0004,1,,,,,,,,,
621,MLDR,330,1622,EUPIXX,MALSI,Y,RED PP 808,0.0007,1,PRUSE,CAMPPE,0.0047,0.0101,0.01,,PP,808,
621,MLDR,330,1623,EUPIXX,MALSI,Y,RED DOA,0.0001,1,,,,,,,D,621,
621,MLDR,330,1624,EUISW,MALSI,Y,PP 623,0.0193,1,,,,,,,PP,623,
